Date,Day,Meal Type,Food Item,Wasted (kg),Consumed (kg),Prepared (kg),Number of Students,Season,Holiday or Weekday,Food Category,Meal Cost per Student,Total Cost,Nutritional Value (Calories),Protein_Content_g,Carbohydrates_g,Fat_Content_g,Average_Rating,Leftovers_%,1kg Cost (Min),1kg Cost (Max),Consumption Ratio
2023-07-24,Wednesday,Dinner,banana,4.69,49.63,54.31,225,Summer,Weekday,Main Dish,46.65,10496.25,555,18.31,67.78,13.2,3.9,26.21,156,198,0.71
2023-07-24,Wednesday,Lunch,Appalam,3.54,35.03,38.57,239,Summer,Weekday,Beverage,28.95,6919.05,304,7.97,51.72,3.77,1.5,17.53,150,200,0.37
2023-07-24,Wednesday,Dinner,Tomato thokku,5.37,31.18,36.54,225,Summer,Weekday,Side Dish,36.58,8230.5,315,23.47,21.58,16.99,3.2,15.36,156,198,0.99
2023-07-24,Wednesday,Dinner,coconut chutney,3.54,20.43,23.96,225,Summer,Weekday,Main Dish,16.61,3737.25,309,21.47,39.08,4.59,3.8,9.82,156,198,0.56
2023-07-24,Wednesday,Dinner,Daal sambar,2.66,37.83,40.49,225,Summer,Weekday,Beverage,14.49,3260.25,356,5.81,64.35,15.51,1.9,18.12,156,198,0.93
2023-07-24,Wednesday,Lunch,Thick curd,3.72,27.07,30.79,239,Summer,Weekday,Snack,21.89,5231.71,401,29.51,55.41,11.43,2.4,4.54,156,198,0.9
2023-07-24,Wednesday,Dinner,Wheat Dosai,3.91,21.5,25.41,225,Summer,Weekday,Snack,17.82,4009.5,203,19.87,22.24,15.33,3.2,15.66,100,120,0.8
2023-07-24,Wednesday,Snacks,puffs/Samosa,5.62,38.48,44.1,106,Summer,Weekday,Side Dish,40.9,4335.4,210,6.68,22.1,10.43,1.7,5.64,156,198,0.96
2023-07-24,Wednesday,Snacks,Tea,3.8,21.48,25.28,106,Summer,Weekday,Beverage,14.78,1566.68,536,10.37,37.88,11.26,2.0,26.52,200,250,0.88
2023-07-23,Tuesday,Lunch,Vadagam,5.15,38.09,43.24,271,Summer,Weekday,Beverage,36.81,9975.51,197,18.67,49.23,9.37,1.8,23.71,200,250,0.64
2023-07-23,Tuesday,Breakfast,Kichadi,1.88,21.5,23.37,143,Summer,Weekday,Beverage,24.94,3566.42,378,18.29,54.33,15.71,2.4,24.32,100,120,0.79
2023-07-23,Tuesday,Breakfast,coconut chutney,2.86,47.07,49.93,143,Summer,Weekday,Snack,43.83,6267.69,134,12.2,71.18,16.98,1.5,14.86,156,198,0.52
2023-07-23,Tuesday,Breakfast,Ragi Koozh,2.84,49.27,52.11,143,Summer,Weekday,Side Dish,43.33,6196.19,514,17.32,68.36,19.56,3.4,17.42,80,100,0.25
2023-07-23,Tuesday,Breakfast,Tomato sauce,7.29,43.19,50.48,143,Summer,Weekday,Snack,14.04,2007.72,278,12.5,27.93,13.56,2.5,24.81,156,198,0.8
2023-07-23,Tuesday,Breakfast,Coffee,3.15,28.68,31.83,143,Summer,Weekday,Snack,27.65,3953.95,371,19.9,62.83,10.31,4.3,9.38,400,500,0.97
2023-07-23,Tuesday,Lunch,Tomato Rice,4.62,40.67,45.29,271,Summer,Weekday,Snack,43.57,11807.47,308,15.85,46.13,7.49,2.7,1.51,100,120,0.9
2023-07-23,Tuesday,Lunch,Lemon rice/Pulisahtam/Pudina rice/coconut rice,5.17,39.42,44.59,271,Summer,Weekday,Beverage,43.85,11883.35,438,9.11,37.68,6.0,3.7,14.48,156,198,0.98
2023-07-23,Tuesday,Breakfast,Maggie (without vegetables),5.16,45.38,50.54,143,Summer,Weekday,Beverage,27.31,3905.33,521,23.37,51.44,7.63,4.5,24.55,60,80,0.98
2023-07-23,Tuesday,Lunch,Chutney,3.86,20.8,24.66,271,Summer,Weekday,Beverage,10.9,2953.9,219,7.91,23.0,5.83,2.2,27.41,156,198,0.55
2023-07-23,Tuesday,Lunch,Rice,5.08,33.23,38.3,271,Summer,Weekday,Snack,25.01,6777.71,219,27.56,41.33,19.85,2.6,11.0,40,60,0.95
2023-07-23,Tuesday,Snacks,Ellakai tea,3.91,44.07,47.98,126,Summer,Weekday,Beverage,15.86,1998.36,464,23.33,61.68,5.55,3.6,19.11,156,198,0.45
2023-07-23,Tuesday,Snacks,Steamed groundnut,2.97,48.65,51.62,126,Summer,Weekday,Main Dish,22.38,2819.88,193,21.47,66.17,5.39,3.3,25.03,156,198,0.92
2023-07-23,Tuesday,Dinner,Chappatti,4.9,33.39,38.29,425,Summer,Weekday,Beverage,34.05,14471.25,199,28.29,34.69,14.91,5.0,19.95,156,198,0.66
2023-07-23,Tuesday,Dinner,veg kuruma,6.46,31.17,37.63,425,Summer,Weekday,Main Dish,22.91,9736.75,134,25.52,22.97,8.34,3.8,12.75,156,198,0.54
2023-07-23,Tuesday,Dinner,curd rice,3.88,40.31,44.18,425,Summer,Weekday,Main Dish,26.52,11271.0,517,19.17,70.93,10.23,4.7,3.7,156,198,0.66
2023-07-23,Tuesday,Dinner,banana,5.62,32.08,37.69,425,Summer,Weekday,Main Dish,31.57,13417.25,504,21.43,20.6,4.68,1.5,27.32,156,198,0.95
2023-07-23,Tuesday,Lunch,Thick curd,5.75,44.53,50.28,271,Summer,Weekday,Main Dish,19.69,5335.99,320,13.6,35.09,2.02,3.4,1.94,156,198,0.86
2023-07-22,Monday,Breakfast,Upma(wheat),1.74,38.5,40.24,321,Summer,Weekday,Main Dish,28.47,9138.87,265,10.31,74.17,13.41,2.1,0.36,156,198,0.9
2023-07-22,Monday,Lunch,Kaarakolambu,4.8,35.6,40.4,452,Summer,Weekday,Snack,47.69,21555.88,149,15.06,35.11,18.17,4.2,12.37,120,150,0.71
2023-07-22,Monday,Lunch,Rice,5.17,46.47,51.65,452,Summer,Weekday,Snack,21.26,9609.52,270,15.28,47.55,18.47,4.4,21.37,40,60,0.26
2023-07-22,Monday,Breakfast,Coffee,0.04,14.48,14.52,321,Summer,Weekday,Snack,20.23,6493.83,216,21.59,68.87,12.6,2.5,24.44,400,500,0.84
2023-07-22,Monday,Breakfast,Chutney Sambar,3.21,40.3,43.51,321,Summer,Weekday,Beverage,13.03,4182.63,375,23.93,63.73,14.55,1.5,16.02,156,198,0.8
2023-07-22,Monday,Breakfast,Sweet Pongal,2.5,39.42,41.92,321,Summer,Weekday,Main Dish,41.36,13276.56,235,5.17,70.1,11.88,1.4,2.82,120,150,0.44
2023-07-22,Monday,Breakfast,Vadai,0.53,25.7,26.22,321,Summer,Weekday,Beverage,24.84,7973.64,191,6.39,77.15,7.3,2.7,23.49,100,120,0.93
2023-07-22,Monday,Breakfast,Venpongal,2.91,45.31,48.22,321,Summer,Weekday,Main Dish,27.65,8875.65,522,25.44,79.63,13.07,2.2,1.77,100,120,0.44
2023-07-22,Monday,Lunch,carrot beans poriyal,6.94,40.65,47.59,452,Summer,Weekday,Side Dish,11.35,5130.2,193,27.39,21.21,14.01,3.9,23.0,156,198,0.91
2023-07-22,Monday,Lunch,dhal,5.4,36.01,41.41,452,Summer,Weekday,Snack,41.09,18572.68,391,27.11,42.22,19.48,2.8,28.21,156,198,0.84
2023-07-22,Monday,Dinner,Groundnut chutney,6.98,45.37,52.36,196,Summer,Weekday,Snack,49.01,9605.96,308,25.77,41.63,14.96,4.5,7.01,156,198,0.94
2023-07-22,Monday,Lunch,Rasam,2.63,31.29,33.92,452,Summer,Weekday,Beverage,30.84,13939.68,147,27.73,51.44,19.49,3.3,29.04,80,100,0.51
2023-07-22,Monday,Snacks,Cake,5.94,38.96,44.9,225,Summer,Weekday,Beverage,40.74,9166.5,153,9.62,29.7,2.08,3.5,24.34,300,500,0.82
2023-07-22,Monday,Dinner,banana,2.09,26.63,28.72,196,Summer,Weekday,Beverage,40.25,7889.0,387,8.0,67.91,9.66,1.6,7.97,156,198,0.78
2023-07-22,Monday,Dinner,Sambar,4.21,37.26,41.47,196,Summer,Weekday,Side Dish,37.95,7438.2,196,15.75,45.44,2.07,2.5,4.6,120,150,0.33
2023-07-22,Monday,Dinner,Dosai,5.79,39.16,44.95,196,Summer,Weekday,Beverage,13.37,2620.52,270,13.55,42.13,5.38,3.7,23.63,100,120,0.91
2023-07-22,Monday,Lunch,Appalam,5.25,38.32,43.57,452,Summer,Weekday,Snack,27.13,12262.76,113,12.85,50.3,16.98,2.4,27.88,150,200,0.72
2023-07-22,Monday,Snacks,Tea,2.53,49.18,51.71,225,Summer,Weekday,Side Dish,13.45,3026.25,447,9.77,74.69,6.29,3.5,20.08,200,250,0.91
2023-07-22,Monday,Lunch,Ghee,3.64,48.4,52.03,452,Summer,Weekday,Main Dish,34.09,15408.68,251,11.79,78.44,9.69,3.7,22.64,500,600,0.91
2023-07-22,Monday,Lunch,Thick curd,4.15,38.47,42.62,452,Summer,Weekday,Main Dish,49.24,22256.48,529,22.28,51.52,6.87,3.9,14.44,156,198,0.31
2023-07-21,Sunday,Lunch,Vadagam,4.44,43.09,47.53,156,Summer,Holiday,Main Dish,11.32,1765.92,116,8.76,47.36,15.19,1.6,13.29,200,250,0.98
2023-07-21,Sunday,Breakfast,Bread,3.01,32.15,35.16,487,Summer,Holiday,Snack,46.8,22791.6,140,25.86,70.26,14.58,2.2,22.72,60,80,0.43
2023-07-21,Sunday,Breakfast,Butter,5.08,33.99,39.07,487,Summer,Holiday,Beverage,12.98,6321.26,309,28.39,29.17,16.43,2.2,0.21,400,500,0.92
2023-07-21,Sunday,Breakfast,Jam,7.05,42.73,49.78,487,Summer,Holiday,Main Dish,18.31,8916.97,147,9.64,24.98,14.98,4.2,14.9,200,250,0.28
2023-07-21,Sunday,Breakfast,Ragi Koozh,3.97,35.28,39.25,487,Summer,Holiday,Side Dish,37.08,18057.96,534,14.31,58.51,14.6,4.3,22.12,80,100,0.37
2023-07-21,Sunday,Breakfast,Milk,4.97,50.65,55.63,487,Summer,Holiday,Snack,44.15,21501.05,118,28.22,48.32,19.25,2.3,23.48,50,60,0.5
2023-07-21,Sunday,Breakfast,Onion,1.61,33.33,34.94,487,Summer,Holiday,Side Dish,49.4,24057.8,346,6.55,74.47,12.74,3.4,4.74,40,60,0.93
2023-07-21,Sunday,Breakfast,Moor milagai,2.56,28.3,30.86,487,Summer,Holiday,Side Dish,47.61,23186.07,247,7.31,41.79,13.45,1.6,12.57,156,198,0.78
2023-07-21,Sunday,Lunch,Kushka,2.43,22.44,24.86,156,Summer,Holiday,Side Dish,34.34,5357.04,555,9.07,37.23,17.29,2.9,12.57,150,200,0.7
2023-07-21,Sunday,Lunch,Salna,2.78,22.75,25.53,156,Summer,Holiday,Snack,47.13,7352.28,528,19.88,50.04,14.06,5.0,3.11,120,150,0.54
2023-07-21,Sunday,Lunch,Raitha,4.75,31.67,36.42,156,Summer,Holiday,Side Dish,23.94,3734.64,390,29.2,40.67,6.22,4.8,24.21,80,100,0.7
2023-07-21,Sunday,Dinner,Banana,4.77,47.33,52.09,94,Summer,Holiday,Beverage,34.03,3198.82,336,27.61,48.56,16.97,4.2,21.79,40,60,0.56
2023-07-21,Sunday,Lunch,Rasam,2.91,27.9,30.81,156,Summer,Holiday,Beverage,28.68,4474.08,313,17.54,65.57,4.65,4.9,12.98,80,100,0.94
2023-07-21,Sunday,Snacks,Tea,3.22,35.6,38.82,376,Summer,Holiday,Snack,46.73,17570.48,358,11.17,71.18,11.1,1.7,28.83,200,250,0.9
2023-07-21,Sunday,Snacks,Masala pori,2.95,36.48,39.44,376,Summer,Holiday,Side Dish,29.35,11035.6,308,16.77,78.37,10.2,1.9,0.95,156,198,0.76
2023-07-21,Sunday,Dinner,Tomato Sevai,3.11,30.21,33.32,94,Summer,Holiday,Snack,33.63,3161.22,156,21.55,36.0,19.95,1.1,17.75,100,120,0.91
2023-07-21,Sunday,Dinner,White sevai,3.02,44.75,47.77,94,Summer,Holiday,Snack,36.43,3424.42,163,23.78,62.97,13.0,3.9,22.3,156,198,0.5
2023-07-21,Sunday,Dinner,Kadal curry,6.84,46.15,52.99,94,Summer,Holiday,Beverage,41.81,3930.14,229,23.85,43.66,16.16,3.6,22.83,156,198,0.34
2023-07-21,Sunday,Dinner,Coconut milk,3.57,42.95,46.52,94,Summer,Holiday,Beverage,31.93,3001.42,482,19.45,60.62,8.01,1.7,21.48,156,198,0.87
2023-07-21,Sunday,Lunch,Rice,3.94,48.84,52.78,156,Summer,Holiday,Main Dish,13.09,2042.04,159,16.17,61.62,8.68,4.3,9.01,40,60,0.9
2023-07-20,Saturday,Breakfast,Coffee,2.33,24.58,26.91,192,Summer,Holiday,Beverage,33.75,6480.0,379,11.94,69.54,16.41,1.3,6.37,400,500,0.47
2023-07-20,Saturday,Breakfast,Chappathi,1.48,17.83,19.31,192,Summer,Holiday,Main Dish,35.23,6764.16,476,26.2,67.11,6.96,3.7,0.61,100,120,0.66
2023-07-20,Saturday,Lunch,Dal,5.96,36.71,42.67,129,Summer,Holiday,Side Dish,31.23,4028.67,178,29.08,24.93,12.33,1.2,19.28,100,120,0.88
2023-07-20,Saturday,Lunch,Rice,4.27,37.14,41.42,129,Summer,Holiday,Beverage,40.93,5279.97,250,12.04,61.87,10.72,2.8,27.94,40,60,0.44
2023-07-20,Saturday,Lunch,Beetroot Poriyal,5.22,50.71,55.93,129,Summer,Holiday,Snack,16.8,2167.2,566,22.9,53.56,7.84,3.3,9.88,156,198,0.91
2023-07-20,Saturday,Breakfast,Jam,2.76,47.91,50.67,192,Summer,Holiday,Side Dish,11.38,2184.96,411,23.48,76.28,5.06,2.7,19.15,200,250,0.96
2023-07-20,Saturday,Breakfast,Potato peas curry,5.17,38.5,43.67,192,Summer,Holiday,Main Dish,25.04,4807.68,397,27.12,37.32,11.49,4.9,13.45,156,198,0.9
2023-07-20,Saturday,Breakfast,Kichadi,5.17,27.88,33.05,192,Summer,Holiday,Snack,36.05,6921.6,223,28.68,34.24,5.98,4.0,5.99,100,120,0.52
2023-07-20,Saturday,Lunch,Kollu thovaiyal,2.95,31.55,34.49,129,Summer,Holiday,Beverage,29.58,3815.82,527,5.26,45.1,4.65,2.2,26.32,156,198,0.92
2023-07-20,Saturday,Lunch,Thick curd,4.27,36.09,40.36,129,Summer,Holiday,Side Dish,36.95,4766.55,564,29.75,56.06,15.86,4.3,7.58,156,198,0.97
2023-07-20,Saturday,Lunch,Appalam,6.64,40.66,47.31,129,Summer,Holiday,Snack,35.36,4561.44,129,22.66,31.24,9.38,2.2,24.87,150,200,0.56
2023-07-20,Saturday,Lunch,Rasam,5.93,45.1,51.03,129,Summer,Holiday,Main Dish,13.61,1755.69,385,20.57,46.89,16.55,3.7,11.35,80,100,0.97
2023-07-20,Saturday,Snacks,Tea,4.69,42.81,47.5,468,Summer,Holiday,Side Dish,49.4,23119.2,565,12.8,39.64,6.01,2.7,27.35,200,250,0.6
2023-07-20,Saturday,Snacks,Bajji,3.75,48.15,51.9,468,Summer,Holiday,Side Dish,30.63,14334.84,231,13.5,66.86,13.09,4.6,2.77,150,200,0.35
2023-07-20,Saturday,Dinner,Idli,3.14,47.43,50.58,184,Summer,Holiday,Snack,49.37,9084.08,385,6.97,70.43,6.38,1.3,28.29,80,100,0.49
2023-07-20,Saturday,Dinner,Coconut chutney,6.78,45.57,52.35,184,Summer,Holiday,Main Dish,14.38,2645.92,268,16.07,39.42,19.79,4.4,13.76,156,198,0.65
2023-07-20,Saturday,Dinner,Sambar,3.84,45.96,49.8,184,Summer,Holiday,Snack,43.92,8081.28,366,11.53,70.32,19.14,4.3,29.78,120,150,0.9
2023-07-20,Saturday,Dinner,Banana,4.92,24.48,29.4,184,Summer,Holiday,Main Dish,47.38,8717.92,101,13.58,26.21,12.14,2.3,16.19,40,60,0.97
2023-07-19,Friday,Breakfast,Kambu Dosai,5.41,33.49,38.9,370,Summer,Weekday,Snack,35.2,13024.0,419,28.23,23.07,13.39,2.6,4.3,100,120,0.67
2023-07-19,Friday,Breakfast,Semiya,3.02,39.62,42.63,370,Summer,Weekday,Main Dish,23.24,8598.8,579,14.68,64.73,8.35,3.1,0.06,80,100,0.25
2023-07-19,Friday,Breakfast,Sambar,4.53,43.06,47.59,370,Summer,Weekday,Main Dish,42.63,15773.1,391,6.65,50.32,3.38,3.0,2.31,120,150,0.42
2023-07-19,Friday,Breakfast,Coconut chutney,3.81,34.58,38.39,370,Summer,Weekday,Snack,26.32,9738.4,293,5.48,58.86,15.56,4.0,13.88,156,198,0.98
2023-07-19,Friday,Breakfast,Coffee,4.78,36.55,41.33,370,Summer,Weekday,Side Dish,31.41,11621.7,255,25.67,50.16,15.08,1.8,21.21,400,500,0.53
2023-07-19,Friday,Lunch,Rice,2.76,16.64,19.4,118,Summer,Weekday,Beverage,32.01,3777.18,569,18.12,49.51,18.43,4.8,17.42,40,60,0.74
2023-07-19,Friday,Lunch,Mullangi sambar,5.93,35.11,41.04,118,Summer,Weekday,Main Dish,49.66,5859.88,249,24.38,30.31,15.15,2.4,14.85,156,198,0.79
2023-07-19,Friday,Lunch,vazhathandu,5.7,43.65,49.35,118,Summer,Weekday,Side Dish,23.13,2729.34,165,10.86,36.72,16.92,2.2,10.62,156,198,0.96
2023-07-19,Friday,Lunch,Appalam,6.67,40.1,46.76,118,Summer,Weekday,Snack,14.69,1733.42,311,13.63,29.53,15.43,3.7,9.3,150,200,0.96
2023-07-19,Friday,Lunch,Rasam,4.11,24.2,28.3,118,Summer,Weekday,Snack,27.95,3298.1,133,5.75,31.74,13.35,4.2,11.29,80,100,0.53
2023-07-19,Friday,Snacks,Badam milk,5.1,29.54,34.64,493,Summer,Weekday,Side Dish,42.55,20977.15,488,21.7,29.19,18.24,4.0,5.03,156,198,0.91
2023-07-19,Friday,Snacks,Masal vadai,6.23,40.52,46.75,493,Summer,Weekday,Beverage,39.59,19517.87,115,28.33,36.16,13.72,4.5,23.14,156,198,0.74
2023-07-19,Friday,Dinner,Mushroom biriyani,1.95,20.71,22.67,214,Summer,Weekday,Main Dish,34.9,7468.6,443,11.64,55.44,9.17,4.1,17.26,156,198,0.96
2023-07-19,Friday,Dinner,curd rice,3.93,45.04,48.97,214,Summer,Weekday,Snack,47.28,10117.92,478,20.29,56.61,3.5,1.1,8.07,156,198,0.27
2023-07-19,Friday,Dinner,kurma,6.72,41.16,47.88,214,Summer,Weekday,Beverage,16.99,3635.86,185,21.96,29.24,7.23,4.3,15.03,156,198,0.57
2023-07-19,Friday,Dinner,banana,3.38,45.52,48.9,214,Summer,Weekday,Snack,26.85,5745.9,476,12.94,67.62,11.79,4.1,28.88,156,198,0.92
2023-07-19,Friday,Lunch,Ghee,2.37,43.93,46.3,118,Summer,Weekday,Snack,31.02,3660.36,229,29.04,78.38,9.69,2.5,18.35,500,600,0.93
2023-07-18,Thursday,Breakfast,"Sevai(white,red)",6.14,35.39,41.54,232,Summer,Weekday,Beverage,44.17,10247.44,320,5.62,30.7,12.23,2.6,28.95,156,198,0.55
2023-07-18,Thursday,Lunch,Pachapayir kolambu,1.68,39.32,41.0,244,Summer,Weekday,Side Dish,33.78,8242.32,431,12.03,71.73,14.29,3.5,9.25,156,198,0.98
2023-07-18,Thursday,Lunch,Morokkolambu,3.88,32.34,36.22,244,Summer,Weekday,Main Dish,44.03,10743.32,285,20.21,35.25,3.61,4.1,2.29,120,150,0.65
2023-07-18,Thursday,Lunch,Rice,2.39,25.26,27.65,244,Summer,Weekday,Snack,25.64,6256.16,125,7.79,62.48,19.29,2.8,4.48,40,60,0.93
2023-07-18,Thursday,Lunch,Appalam,3.4,22.57,25.96,244,Summer,Weekday,Snack,22.36,5455.84,530,14.49,31.65,7.41,2.5,18.5,150,200,0.81
2023-07-18,Thursday,Breakfast,Wheat Upma,2.99,33.05,36.04,232,Summer,Weekday,Snack,48.15,11170.8,455,6.24,66.61,6.62,4.3,28.72,80,100,0.47
2023-07-18,Thursday,Breakfast,coconut milk,2.23,24.75,26.98,232,Summer,Weekday,Main Dish,26.29,6099.28,278,10.94,68.84,16.3,1.8,0.61,156,198,0.96
2023-07-18,Thursday,Breakfast,kadalai curry,3.27,30.24,33.51,232,Summer,Weekday,Main Dish,10.88,2524.16,529,16.23,50.78,16.05,3.9,23.16,156,198,0.88
2023-07-18,Thursday,Lunch,Potato Fry,0.65,19.18,19.83,244,Summer,Weekday,Main Dish,30.99,7561.56,382,9.34,73.61,19.32,2.2,18.73,100,120,0.9
2023-07-18,Thursday,Breakfast,Coffee,2.88,49.37,52.26,232,Summer,Weekday,Snack,18.15,4210.8,364,23.11,67.31,11.53,2.3,23.26,400,500,0.75
2023-07-18,Thursday,Lunch,Rasam,8.01,45.76,53.77,244,Summer,Weekday,Side Dish,12.36,3015.84,119,25.04,27.83,17.51,2.2,8.28,80,100,0.91
2023-07-18,Thursday,Dinner,Salna,1.92,20.24,22.16,95,Summer,Weekday,Beverage,40.71,3867.45,156,10.92,52.5,2.64,1.6,10.41,120,150,0.81
2023-07-18,Thursday,Dinner,Banana,5.06,45.38,50.44,95,Summer,Weekday,Main Dish,32.7,3106.5,564,19.14,52.72,17.29,1.9,28.4,40,60,0.96
2023-07-18,Thursday,Dinner,Curd rice,3.77,32.67,36.44,95,Summer,Weekday,Main Dish,27.32,2595.4,104,21.93,58.78,16.97,2.2,16.29,156,198,0.94
2023-07-18,Thursday,Lunch,Thick curd,2.55,36.32,38.88,244,Summer,Weekday,Beverage,25.9,6319.6,430,14.8,78.54,18.81,3.4,13.37,156,198,0.26
2023-07-18,Thursday,Dinner,Wheat Parotta,1.5,39.12,40.62,95,Summer,Weekday,Main Dish,34.67,3293.65,309,24.32,73.18,8.01,3.3,15.51,100,120,0.99
2023-07-18,Thursday,Snacks,Sundal,1.94,40.72,42.66,420,Summer,Weekday,Snack,43.56,18295.2,109,8.14,73.59,6.16,3.9,1.52,100,120,0.46
2023-07-18,Thursday,Snacks,Chukku paal,2.32,38.48,40.8,420,Summer,Weekday,Main Dish,14.48,6081.6,408,23.77,72.1,15.45,2.3,6.36,156,198,0.9
2023-07-17,Wednesday,Lunch,Rasam,2.12,31.11,33.24,218,Summer,Weekday,Side Dish,41.16,8972.88,190,20.38,69.11,12.26,4.3,4.88,80,100,0.77
2023-07-17,Wednesday,Breakfast,Idly,8.15,46.75,54.9,69,Summer,Weekday,Main Dish,35.22,2430.18,376,24.24,26.02,11.83,3.7,25.5,156,198,0.91
2023-07-17,Wednesday,Breakfast,Pudina chutney,1.35,16.56,17.91,69,Summer,Weekday,Side Dish,11.8,814.2,196,14.95,58.03,19.24,1.9,24.88,156,198,0.78
2023-07-17,Wednesday,Breakfast,Kesar(Milk),2.92,36.74,39.66,69,Summer,Weekday,Beverage,23.44,1617.36,407,25.69,72.81,15.46,3.8,14.18,156,198,0.73
2023-07-17,Wednesday,Breakfast,Sambar,1.91,43.91,45.82,69,Summer,Weekday,Main Dish,26.91,1856.79,271,9.27,73.27,17.3,2.4,16.81,120,150,0.98
2023-07-17,Wednesday,Breakfast,Coffee,1.88,40.32,42.2,69,Summer,Weekday,Main Dish,29.75,2052.75,426,5.76,77.46,8.37,2.8,21.4,400,500,0.91
2023-07-17,Wednesday,Lunch,Rice,3.03,32.1,35.13,218,Summer,Weekday,Snack,45.09,9829.62,523,10.11,72.06,11.98,3.2,20.3,40,60,0.32
2023-07-17,Wednesday,Lunch,Sambar,5.95,34.29,40.25,218,Summer,Weekday,Side Dish,44.92,9792.56,252,13.51,20.13,13.08,3.7,0.5,120,150,0.98
2023-07-17,Wednesday,Lunch,Cabbage poriyal,6.74,45.65,52.39,218,Summer,Weekday,Side Dish,11.0,2398.0,420,17.76,42.81,7.79,2.0,3.67,156,198,0.9
2023-07-17,Wednesday,Lunch,Appalam,4.68,32.0,36.69,218,Summer,Weekday,Side Dish,28.93,6306.74,286,27.77,41.98,6.26,3.9,22.67,150,200,0.63
2023-07-17,Wednesday,Dinner,banana,2.99,17.36,20.35,164,Summer,Weekday,Beverage,35.46,5815.44,122,9.02,49.61,18.28,2.7,9.99,156,198,0.76
2023-07-17,Wednesday,Snacks,Tea,4.27,41.05,45.32,437,Summer,Weekday,Side Dish,42.4,18528.8,498,17.53,56.38,8.73,4.9,16.37,200,250,0.29
2023-07-17,Wednesday,Snacks,puffs/Samosa,4.2,39.18,43.38,437,Summer,Weekday,Side Dish,13.7,5986.9,595,6.26,41.9,15.31,3.7,23.18,156,198,0.89
2023-07-17,Wednesday,Dinner,Wheat Dosai,3.21,49.09,52.3,164,Summer,Weekday,Side Dish,33.85,5551.4,480,5.87,74.27,18.49,2.8,10.23,100,120,0.49
2023-07-17,Wednesday,Dinner,Tomato thokku,4.88,47.13,52.01,164,Summer,Weekday,Beverage,10.95,1795.8,200,18.78,50.19,10.24,1.6,22.47,156,198,0.56
2023-07-17,Wednesday,Dinner,Daal sambar,4.7,39.39,44.09,164,Summer,Weekday,Side Dish,32.14,5270.96,497,15.95,47.89,13.57,3.1,13.27,156,198,0.45
2023-07-17,Wednesday,Dinner,coconut chutney,1.63,48.7,50.33,164,Summer,Weekday,Beverage,12.28,2013.92,317,25.98,79.85,3.85,1.7,11.32,156,198,0.98
2023-07-17,Wednesday,Lunch,Thick curd,3.56,43.57,47.14,218,Summer,Weekday,Beverage,44.27,9650.86,341,17.75,56.09,4.58,1.9,13.2,156,198,0.98
2023-07-16,Tuesday,Breakfast,Ragi Koozh,4.72,46.41,51.13,379,Summer,Weekday,Main Dish,43.14,16350.06,353,17.15,62.29,3.64,1.2,3.0,80,100,0.58
2023-07-16,Tuesday,Lunch,Tomato Rice,4.17,30.26,34.43,275,Summer,Weekday,Main Dish,17.01,4677.75,574,12.29,49.29,11.24,5.0,16.36,100,120,0.89
2023-07-16,Tuesday,Breakfast,Coffee,5.47,39.26,44.72,379,Summer,Weekday,Main Dish,39.85,15103.15,527,6.0,46.08,2.56,2.1,27.55,400,500,0.94
2023-07-16,Tuesday,Breakfast,Tomato sauce,3.11,34.54,37.65,379,Summer,Weekday,Snack,26.66,10104.14,119,28.02,74.3,5.67,1.9,11.53,156,198,0.94
2023-07-16,Tuesday,Lunch,Vadagam,5.11,51.75,56.86,275,Summer,Weekday,Side Dish,36.82,10125.5,301,27.71,49.26,18.79,3.7,3.96,200,250,0.38
2023-07-16,Tuesday,Breakfast,coconut chutney,6.14,43.11,49.25,379,Summer,Weekday,Side Dish,17.0,6443.0,488,7.34,28.52,12.31,2.2,6.78,156,198,0.96
2023-07-16,Tuesday,Breakfast,Kichadi,4.38,35.29,39.67,379,Summer,Weekday,Snack,11.9,4510.1,363,13.78,53.94,4.47,1.2,22.53,100,120,0.75
2023-07-16,Tuesday,Breakfast,Maggie (without vegetables),4.39,27.48,31.88,379,Summer,Weekday,Beverage,27.71,10502.09,350,16.46,27.59,11.47,2.2,21.86,60,80,0.97
2023-07-16,Tuesday,Lunch,Chutney,2.88,22.38,25.26,275,Summer,Weekday,Side Dish,39.71,10920.25,347,10.95,51.26,10.45,2.0,9.71,156,198,0.92
2023-07-16,Tuesday,Lunch,Lemon rice/Pulisahtam/Pudina rice/coconut rice,0.88,30.78,31.67,275,Summer,Weekday,Beverage,40.24,11066.0,337,10.19,75.65,3.52,1.9,9.6,156,198,0.76
2023-07-16,Tuesday,Lunch,Rice,1.39,22.32,23.7,275,Summer,Weekday,Main Dish,30.43,8368.25,277,16.7,54.7,14.96,4.4,14.2,40,60,0.79
2023-07-16,Tuesday,Lunch,Thick curd,3.24,27.01,30.25,275,Summer,Weekday,Main Dish,49.86,13711.5,496,16.66,61.35,3.39,2.5,23.74,156,198,0.9
2023-07-16,Tuesday,Snacks,Ellakai tea,4.08,23.99,28.07,169,Summer,Weekday,Side Dish,29.69,5017.61,368,24.01,26.41,6.04,4.5,29.06,156,198,0.85
